StartTime: 2020-01-03 15:57:22.479
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	16:30:22.792	0.3359	0.0508	0.2788	-2.4414	-15.3809	-2.4414	1.9885	-55.1898	31.8384	37.0683 
0x50	16:30:22.841	0.4326	0.0361	0.2227	1.6479	-9.8877	-0.2441	2.1149	-55.6842	31.7889	37.0712 
0x50	16:30:22.890	0.3682	0.0537	0.2368	-0.4272	-26.3062	5.0049	1.9281	-56.9476	31.8933	37.0741 
0x50	16:30:22.961	0.4302	0.0342	0.1831	-1.5869	-16.5405	3.7231	1.6040	-57.7771	32.1899	37.0712 
0x50	16:30:22.988	0.3560	0.0352	0.2026	0.9155	-14.4653	2.8076	1.5051	-58.6450	32.2668	37.0741 
0x50	16:30:23.036	0.4233	0.0317	0.1592	-1.8921	-18.5547	1.7700	1.3019	-59.5734	32.3932	37.0741 
0x50	16:30:23.086	0.3999	0.0498	0.1523	0.1831	-24.5361	-8.3008	1.9775	-60.6610	31.5857	37.0653 
0x50	16:30:23.134	0.3428	0.0552	0.1680	2.5635	-17.8833	4.1504	1.7853	-61.5619	31.9482	37.0712 
0x50	16:30:23.207	0.4082	0.0269	0.0684	2.0752	-40.1001	2.4414	2.0490	-63.3417	31.8878	37.0683 
0x50	16:30:23.233	0.3701	0.0488	0.0913	-2.1973	-48.4009	-10.9253	3.2574	-65.7367	30.4211	37.0712 
0x50	16:30:23.282	0.4009	0.0386	0.0493	1.3428	-10.9253	7.2632	2.5598	-66.2201	31.2506	37.0653 
0x50	16:30:23.331	0.3901	0.0459	0.0547	4.2114	-22.9492	1.0376	2.7686	-67.3682	31.2506	37.0653 
0x50	16:30:23.408	0.4023	0.0249	-0.0142	1.1597	-18.4326	4.6997	2.5214	-68.4613	31.7010	37.0594 
0x50	16:30:23.428	0.3882	0.0410	0.0205	0.0000	-20.1416	2.6245	2.2961	-69.4720	31.9427	37.0565 
0x50	16:30:23.476	0.4053	0.0327	-0.0425	1.8921	-24.9023	1.2817	2.1698	-70.8618	32.2614	37.0712 
